Grade ,Gender,School,Dose,Season,Pre,Alcohol,Tobacco,Marijuana,Drugs,Sleep,Meals,Contracts,ParentContracts,longtermeffect,impactonperformance,athletictraining,drinkinginjury,damagemusclefibers,testosterone,adequatesleep,AgesStrongly DisagreeAgree_DisagreeAgree,BeforeStrongly Disagree6,Brainmessages,simpletasks,lostpotential,athleticcontractchoice,Teammateaccountability,contractcoaches,contractparents,clearcontracts,Faircontracts,coachesserious,coachcares,coachesexpectations,coachteamissues,coachesunity,coachescontactparents,coachesavoidsubstanceuse,coachencouragessleep,healthybalancedmeals,Parentshealthychoices,parentsavoidatod,parentssleep,parentseathealthy,parentsseecoachasimportant,parentsaddresssensitiveissues,communityatod,communitysleep,communityeatinghabits,communitycharacterbuilding,communityrespectfulbehavior,leadersatod,leaderssleep,leadershelpothers,leadersplayerssleep,leadersplayerseat,socialnormsatod,socialnormsenoughsleep,socialnormseating,socialnormslifestylechoices,socialnormscontracts,socialnormscoachimportant,socialnormssensitivetopics,socialnormsensitivecoach
10,Male,Fall Mountain,1,Fall,0,0 days,0 days,0 days,0 days,1-2 days,20-29 days,Yes,Yes,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither,Agree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Neither,Neither,Neither,Disagree,Disagree,Disagree,Neither,Neither,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither,Agree,Neither,Disagree,Disagree
10,Male,Inter-Lakes,1,Fall,0,0 days,0 days,0 days,0 days,0 days,10-19 days,Not sure,Not sure,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither,Neither,Agree,Agree,Agree,Agree,Neither,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Neither,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Disagree,Neither,Neither,Neither,Agree,Neither,Disagree,Disagree
10,Female,Pinkerton,1,Fall,1,0 days,0 days,0 days,0 days,0 days,10-19 days,Not sure,Not sure,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Neither,Disagree,Neither,Neither,Agree,Agree,Neither,Agree,Neither,Agree,Agree,Disagree,Disagree,Neither,Agree,Agree,Agree,Agree,Agree
10,Female,Hinsdale,1,Fall,1,0 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Agree,Agree,Agree,Neither,Neither,Neither,Strongly Disagree,Strongly Disagree,Neither,Neither,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neither,Disagree,Strongly Disagree,Disagree,Disagree,Neither,Neither,Neither,Disagree,Neither,Disagree,Neither,Disagree,Disagree,Neither,Strongly Disagree,Neither,Neither,Neither,Neither,Neither
10,Female,Lebanon,1,Fall,1,1-2 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Agree,Agree,Agree,Neither,Neither,Neither,Strongly Disagree,Disagree,Neither,Agree,Neither,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Disagree,Disagree,Disagree,Neither,Disagree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree
10,Male,Woodsville,1,Fall,1,0 days,0 days,0 days,0 days,0 days,30 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,,Agree,Agree,Agree
10,Female,Sanborn,1,Fall,1,1-2 days,1-2 days,10-19 days,0 days,0 days,10-19 days,Yes,Yes,Neither,Neither,Disagree,Neither,Neither,Neither,Strongly Disagree,Disagree,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Disagree,Neither,Agree,Agree,Neither,Neither,Neither,Agree,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Disagree,Disagree,Neither,Neither,Neither,Neither,Disagree
10,Male,Newmarket,1,Fall,0,0 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither,Disagree,Agree,Agree,Agree,Disagree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Disagree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree
10,Female,Mascoma,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Neither,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Disagree,Agree,Neither,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Neither,Agree,Disagree,Neither,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Agree
10,Male,Exeter,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Neither,Strongly Disagree,Disagree,Strongly Disagree,Neither,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Neither,Agree,Neither,Neither,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Agree,Neither,Neither,Neither,Neither
10,Male,Lebanon,1,Fall,0,0 days,0 days,0 days,0 days,10-19 days,30 days,Yes,Yes,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither
10,Female,Campbell,1,Fall,1,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Neither,Agree,Neither,Strongly Disagree,Disagree,Neither,Agree,Agree,Neither,Strongly Disagree,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Disagree,Neither,Agree,Agree,Agree,Agree,Agree
10,Female,Pinkerton,1,Fall,0,0 days,0 days,10-19 days,0 days,20-29 days,30 days,Yes,Not sure,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Neither,Strongly Disagree,Neither,Neither,Disagree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Agree,Neither,Strongly Disagree,Disagree,Disagree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Disagree,Disagree,Disagree,Neither,Agree,Agree,Agree,Agree
10,Female,Hinsdale,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Neither,Agree,Neither,Neither,Agree,Neither,Strongly Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither,Neither,Neither,Disagree,Agree,Neither,Agree,Neither,Neither,Disagree,Disagree,Neither,Agree,Agree,Agree,Agree,Agree
10,Female,Lebanon,1,Fall,0,0 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Neither,Agree,Agree,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Neither,Agree,Disagree,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither
10,Male,Lebanon,1,Fall,1,0 days,0 days,0 days,0 days,20-29 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither,,Agree,Agree,Agree,Agree,Agree
10,Female,Epping,1,Fall,0,0 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Neither,Neither,Neither,Neither,Neither,Neither,Strongly Disagree,Neither,Disagree,Neither,Neither,Neither,Neither,Agree,Agree,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Disagree,Disagree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neither,Agree,Neither,Neither,Neither,Neither
10,Male,Lebanon,1,Fall,1,0 days,0 days,0 days,0 days,1-2 days,0 days,Yes,Yes,Neither,Neither,Neither,Neither,Neither,Disagree,Disagree,Neither,Disagree,Neither,Agree,Neither,Neither,Disagree,Neither,Neither,Neither,Disagree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Strongly Disagree,Disagree,Neither,Disagree,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Disagree
10,Female,Littleton,1,Fall,1,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Neither,Strongly Disagree,Disagree,Neither,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Disagree,Agree,Agree,Neither,Agree,Neither,Disagree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither,Disagree,Agree,Agree,Agree,Neither,Neither
10,Male,Lebanon,1,Fall,0,0 days,0 days,0 days,0 days,20-29 days,30 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
10,Female,Newmarket,1,Fall,0,0 days,0 days,0 days,0 days,1-2 days,10-19 days,Yes,Yes,Agree,Neither,Neither,Disagree,Agree,Neither,Disagree,Disagree,Disagree,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Disagree,Neither
10,Female,Lebanon,1,Fall,1,0 days,0 days,0 days,0 days,0 days,30 days,Yes,Yes,Agree,Neither,Neither,Agree,Agree,Neither,Strongly Disagree,Neither,Neither,Agree,Agree,Neither,Disagree,Neither,Disagree,Disagree,Neither,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Neither,Agree,Neither,Agree,Neither,Neither,Disagree,Neither,Disagree,Neither,Disagree,Disagree,Disagree,Neither,Neither,Neither,Neither,Neither,Disagree,Disagree,Neither,Agree,Agree,Agree,Agree,Agree
10,Male,Raymond,1,Fall,1,0 days,0 days,0 days,0 days,0 days,30 days,Yes,Yes,Agree,Agree,Neither,Neither,Neither,Neither,Strongly Disagree,Neither,Neither,Agree,Agree,Neither,Strongly Disagree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neither,Agree,Agree,Agree,Agree,Agree
10,Female,Mascoma,1,Fall,0,0 days,0 days,0 days,0 days,1-2 days,30 days,Yes,Yes,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither
10,Female,Pinkerton,1,Fall,0,0 days,0 days,0 days,0 days,1-2 days,1-2 days,Yes,Yes,Neither,Agree,Neither,Neither,Neither,Neither,Disagree,Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Disagree,Neither,Disagree,Neither,Neither,Disagree,Disagree,Disagree,Neither,Neither,Neither,Neither,Neither
10,Female,Mascoma,1,Fall,0,0 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Agree,Agree,Agree,Neither,Neither,Neither,Strongly Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Neither,Strongly Disagree,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither
10,Male,Bishop Brady,1,Fall,0,0 days,0 days,0 days,0 days,0 days,30 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Neither,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Neither,Neither
10,Male,Lebanon,1,Fall,0,1-2 days,0 days,0 days,0 days,10-19 days,0 days,Yes,Yes,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither
10,Female,Bishop Brady,1,Fall,0,0 days,0 days,0 days,0 days,20-29 days,20-29 days,Yes,Yes,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither
10,Female,Raymond,1,Fall,1,0 days,0 days,0 days,0 days,0 days,0 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
10,Male,Spaulding,1,Fall,1,0 days,0 days,0 days,0 days,0 days,10-19 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Neither,Agree,Agree,Strongly Disagree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Neither,Agree,Disagree,Disagree,Disagree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neither,Agree,Agree,Agree,Agree
10,Male,Inter-Lakes,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Neither,Agree,Agree,Agree,Strongly Disagree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither
10,Male,White Mountains,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,,Agree,Strongly Disagree,Agree,Neither,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Neither,Disagree,Disagree,Disagree,Disagree,Neither,Disagree,Disagree,Disagree,Neither,Agree,Agree,Agree,Agree
10,Male,Dover,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither,Neither,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree
10,Female,White Mountains,1,Fall,0,0 days,0 days,0 days,0 days,20-29 days,0 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neither,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree
10,Female,Hinsdale,1,Fall,0,0 days,0 days,0 days,0 days,10-19 days,0 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Disagree,Neither,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
10,Male,Fall Mountain,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Neither,Neither,Neither,Neither,Strongly Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither
10,Male,Lebanon,1,Fall,1,0 days,0 days,0 days,0 days,10-19 days,0 days,Yes,Yes,Neither,Neither,Agree,Neither,Agree,Neither,Neither,Neither,Disagree,Neither,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,,Neither,Neither,Neither,Neither,Neither
10,Female,Berlin,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Neither,Agree,Agree,Neither,Neither,Neither,Strongly Disagree,Agree,Agree,Agree,Agree,Neither,Strongly Disagree,Disagree,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Neither,Neither,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Neither,Neither,Neither,Strongly Disagree,Neither,Disagree,Disagree,Neither,Strongly Disagree,Disagree,Disagree,Neither,Agree,Agree,Neither,Agree
10,Male,Exeter,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Neither,Disagree,Agree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither,Neither,Neither,Neither,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neither,Disagree,Agree,Agree,Agree,Agree,Agree
10,,Pinkerton,1,Fall,1,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Not sure,Neither,Neither,Neither,Disagree,Neither,Neither,Strongly Disagree,Neither,Neither,Agree,Agree,Agree,,Neither,,,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Agree,Neither,Disagree,Agree,Neither,,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither
10,Female,Exeter,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Neither,Neither,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Agree,Agree
10,Female,Woodsville,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Neither,Agree,Agree,Agree,Neither,Neither,Agree,Neither,Agree,Agree,Neither,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither,Agree,Disagree,Disagree,Disagree,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Agree,Neither
10,Female,Hollis Brookline,1,Fall,1,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Neither,Neither,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Neither,Neither,Neither,Agree,Agree,Agree,Neither,Neither
10,Male,Exeter,1,Fall,0,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither,Disagree,Neither,Agree,Agree,Agree,Neither,Agree,Agree,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Neither,Agree,Agree,Agree,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Disagree
10,Female,Berlin,1,Fall,0,1-2 days,0 days,0 days,0 days,0 days,20-29 days,Yes,,Agree,Neither,Neither,Disagree,Neither,Neither,Strongly Disagree,Neither,Neither,Neither,Neither,Neither,Strongly Disagree,Neither,Agree,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Disagree,Agree,Agree,Neither,Neither,Agree,Neither,Neither,Neither,Neither,Strongly Disagree,Neither,Neither,Neither,Neither,Agree,Neither,Agree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither
10,Male,Fall Mountain,1,Fall,0,0 days,1-2 days,0 days,0 days,1-2 days,0 days,Yes,Yes,Agree,Agree,Disagree,Neither,Neither,Neither,Disagree,Neither,Agree,Neither,Agree,Disagree,Disagree,Neither,Agree,Neither,Neither,Neither,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Neither,Neither,Disagree,Agree,Neither,Neither,Neither,Neither,Disagree,Neither,Neither,Neither,Agree,Neither,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neither,Agree,Agree,Neither,Neither
10,Female,Hinsdale,1,Fall,1,0 days,0 days,0 days,0 days,0 days,20-29 days,Yes,Yes,Agree,Agree,Agree,Disagree,Agree,Neither,Strongly Disagree,Disagree,Neither,Agree,Agree,Agree,Neither,Disagree,Neither,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither,Disagree,Agree,Disagree,Neither,Disagree,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Disagree,Disagree,Disagree,Neither,Agree,Neither,Agree,Agree
10,Male,Pinkerton,1,Fall,1,0 days,0 days,0 days,0 days,0 days,10-19 days,Not sure,Not sure,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree
10,Male,Newmarket,1,Fall,0,0 days,0 days,0 days,0 days,1-2 days,10-19 days,Yes,Yes,Agree,Agree,Neither,Disagree,Neither,Neither,Disagree,Disagree,Neither,Agree,Neither,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither,Agree,Agree,Neither,Disagree,Agree,Agree,Agree,Neither,Agree,Agree,Agree,Neither,Agree,Neither,Neither,Disagree,Disagree,Neither,Agree,Agree,Neither,Neither,Neither,Neither,Disagree,Neither,Agree,Agree,Neither,Agree,Agree
